" Date","AMZN EV/S (LTM)","NFLX EV/S (LTM)","AAPL EV/S (LTM)","FB EV/S (LTM)","GOOGL EV/S (LTM)"
03-25-1996,"0.00","0.00","0.23","0.00","0.00"
03-22-1996,"0.00","0.00","0.25","0.00","0.00"
03-21-1996,"0.00","0.00","0.25","0.00","0.00"
03-20-1996,"0.00","0.00","0.25","0.00","0.00"
03-19-1996,"0.00","0.00","0.25","0.00","0.00"
03-18-1996,"0.00","0.00","0.26","0.00","0.00"
03-15-1996,"0.00","0.00","0.26","0.00","0.00"
03-14-1996,"0.00","0.00","0.25","0.00","0.00"
03-13-1996,"0.00","0.00","0.25","0.00","0.00"
03-12-1996,"0.00","0.00","0.25","0.00","0.00"
03-11-1996,"0.00","0.00","0.26","0.00","0.00"
03-08-1996,"0.00","0.00","0.26","0.00","0.00"
03-07-1996,"0.00","0.00","0.25","0.00","0.00"
03-06-1996,"0.00","0.00","0.26","0.00","0.00"
03-05-1996,"0.00","0.00","0.26","0.00","0.00"
03-04-1996,"0.00","0.00","0.26","0.00","0.00"
03-01-1996,"0.00","0.00","0.27","0.00","0.00"
02-29-1996,"0.00","0.00","0.27","0.00","0.00"
02-28-1996,"0.00","0.00","0.28","0.00","0.00"
02-27-1996,"0.00","0.00","0.28","0.00","0.00"
02-26-1996,"0.00","0.00","0.29","0.00","0.00"
02-23-1996,"0.00","0.00","0.30","0.00","0.00"
02-22-1996,"0.00","0.00","0.30","0.00","0.00"
02-21-1996,"0.00","0.00","0.30","0.00","0.00"
02-20-1996,"0.00","0.00","0.29","0.00","0.00"
02-16-1996,"0.00","0.00","0.27","0.00","0.00"
02-15-1996,"0.00","0.00","0.28","0.00","0.00"
02-14-1996,"0.00","0.00","0.27","0.00","0.00"
02-13-1996,"0.00","0.00","0.28","0.00","0.00"
02-12-1996,"0.00","0.00","0.28","0.00","0.00"
02-09-1996,"0.00","0.00","0.29","0.00","0.00"
02-08-1996,"0.00","0.00","0.29","0.00","0.00"
02-07-1996,"0.00","0.00","0.30","0.00","0.00"
02-06-1996,"0.00","0.00","0.31","0.00","0.00"
02-05-1996,"0.00","0.00","0.31","0.00","0.00"
02-02-1996,"0.00","0.00","0.31","0.00","0.00"
02-01-1996,"0.00","0.00","0.30","0.00","0.00"
01-31-1996,"0.00","0.00","0.29","0.00","0.00"
01-30-1996,"0.00","0.00","0.29","0.00","0.00"
01-29-1996,"0.00","0.00","0.31","0.00","0.00"
01-26-1996,"0.00","0.00","0.32","0.00","0.00"
01-25-1996,"0.00","0.00","0.32","0.00","0.00"
01-24-1996,"0.00","0.00","0.34","0.00","0.00"
01-23-1996,"0.00","0.00","0.33","0.00","0.00"
01-22-1996,"0.00","0.00","0.32","0.00","0.00"
01-19-1996,"0.00","0.00","0.32","0.00","0.00"
01-18-1996,"0.00","0.00","0.34","0.00","0.00"
01-17-1996,"0.00","0.00","0.36","0.00","0.00"
01-16-1996,"0.00","0.00","0.37","0.00","0.00"
01-15-1996,"0.00","0.00","0.36","0.00","0.00"
01-12-1996,"0.00","0.00","0.36","0.00","0.00"
01-11-1996,"0.00","0.00","0.37","0.00","0.00"
01-10-1996,"0.00","0.00","0.36","0.00","0.00"
01-09-1996,"0.00","0.00","0.35","0.00","0.00"
01-08-1996,"0.00","0.00","0.37","0.00","0.00"
01-05-1996,"0.00","0.00","0.36","0.00","0.00"
01-04-1996,"0.00","0.00","0.33","0.00","0.00"
01-03-1996,"0.00","0.00","0.34","0.00","0.00"
01-02-1996,"0.00","0.00","0.34","0.00","0.00"
12-29-1995,"0.00","0.00","0.34","0.00","0.00"
12-28-1995,"0.00","0.00","0.34","0.00","0.00"
12-27-1995,"0.00","0.00","0.34","0.00","0.00"
12-26-1995,"0.00","0.00","0.34","0.00","0.00"
12-22-1995,"0.00","0.00","0.34","0.00","0.00"
12-21-1995,"0.00","0.00","0.34","0.00","0.00"
12-20-1995,"0.00","0.00","0.35","0.00","0.00"
12-19-1995,"0.00","0.00","0.35","0.00","0.00"
12-18-1995,"0.00","0.00","0.28","0.00","0.00"
12-15-1995,"0.00","0.00","0.32","0.00","0.00"
12-14-1995,"0.00","0.00","0.35","0.00","0.00"
12-13-1995,"0.00","0.00","0.35","0.00","0.00"
12-12-1995,"0.00","0.00","0.35","0.00","0.00"
12-11-1995,"0.00","0.00","0.36","0.00","0.00"
12-08-1995,"0.00","0.00","0.37","0.00","0.00"
12-07-1995,"0.00","0.00","0.36","0.00","0.00"
12-06-1995,"0.00","0.00","0.36","0.00","0.00"
12-05-1995,"0.00","0.00","0.37","0.00","0.00"
12-04-1995,"0.00","0.00","0.37","0.00","0.00"
12-01-1995,"0.00","0.00","0.35","0.00","0.00"
11-30-1995,"0.00","0.00","0.35","0.00","0.00"
11-29-1995,"0.00","0.00","0.36","0.00","0.00"
11-28-1995,"0.00","0.00","0.37","0.00","0.00"
11-27-1995,"0.00","0.00","0.37","0.00","0.00"
11-24-1995,"0.00","0.00","0.38","0.00","0.00"
11-22-1995,"0.00","0.00","0.36","0.00","0.00"
11-21-1995,"0.00","0.00","0.36","0.00","0.00"
11-20-1995,"0.00","0.00","0.36","0.00","0.00"
11-17-1995,"0.00","0.00","0.37","0.00","0.00"
11-16-1995,"0.00","0.00","0.37","0.00","0.00"
11-15-1995,"0.00","0.00","0.39","0.00","0.00"
11-14-1995,"0.00","0.00","0.39","0.00","0.00"
11-13-1995,"0.00","0.00","0.38","0.00","0.00"
11-10-1995,"0.00","0.00","0.37","0.00","0.00"
11-09-1995,"0.00","0.00","0.37","0.00","0.00"
11-08-1995,"0.00","0.00","0.36","0.00","0.00"
11-07-1995,"0.00","0.00","0.37","0.00","0.00"
11-06-1995,"0.00","0.00","0.35","0.00","0.00"
11-03-1995,"0.00","0.00","0.33","0.00","0.00"
11-02-1995,"0.00","0.00","0.33","0.00","0.00"
11-01-1995,"0.00","0.00","0.33","0.00","0.00"
10-31-1995,"0.00","0.00","0.33","0.00","0.00"
10-30-1995,"0.00","0.00","0.32","0.00","0.00"
10-27-1995,"0.00","0.00","0.31","0.00","0.00"
10-26-1995,"0.00","0.00","0.31","0.00","0.00"
10-25-1995,"0.00","0.00","0.31","0.00","0.00"
10-24-1995,"0.00","0.00","0.32","0.00","0.00"
10-23-1995,"0.00","0.00","0.32","0.00","0.00"
10-20-1995,"0.00","0.00","0.32","0.00","0.00"
10-19-1995,"0.00","0.00","0.31","0.00","0.00"
10-18-1995,"0.00","0.00","0.34","0.00","0.00"
10-17-1995,"0.00","0.00","0.33","0.00","0.00"
10-16-1995,"0.00","0.00","0.33","0.00","0.00"
10-13-1995,"0.00","0.00","0.33","0.00","0.00"
10-12-1995,"0.00","0.00","0.32","0.00","0.00"
10-11-1995,"0.00","0.00","0.31","0.00","0.00"
10-10-1995,"0.00","0.00","0.31","0.00","0.00"
10-09-1995,"0.00","0.00","0.31","0.00","0.00"
10-06-1995,"0.00","0.00","0.32","0.00","0.00"
10-05-1995,"0.00","0.00","0.33","0.00","0.00"
10-04-1995,"0.00","0.00","0.33","0.00","0.00"
10-03-1995,"0.00","0.00","0.35","0.00","0.00"
10-02-1995,"0.00","0.00","0.35","0.00","0.00"
09-29-1995,"0.00","0.00","0.34","0.00","0.00"
09-28-1995,"0.00","0.00","0.35","0.00","0.00"
09-27-1995,"0.00","0.00","0.33","0.00","0.00"
09-26-1995,"0.00","0.00","0.34","0.00","0.00"
09-25-1995,"0.00","0.00","0.34","0.00","0.00"
09-22-1995,"0.00","0.00","0.34","0.00","0.00"
09-21-1995,"0.00","0.00","0.34","0.00","0.00"
09-20-1995,"0.00","0.00","0.33","0.00","0.00"
09-19-1995,"0.00","0.00","0.34","0.00","0.00"
09-18-1995,"0.00","0.00","0.33","0.00","0.00"
09-15-1995,"0.00","0.00","0.33","0.00","0.00"
09-14-1995,"0.00","0.00","0.37","0.00","0.00"
09-13-1995,"0.00","0.00","0.40","0.00","0.00"
09-12-1995,"0.00","0.00","0.41","0.00","0.00"
09-11-1995,"0.00","0.00","0.42","0.00","0.00"
09-08-1995,"0.00","0.00","0.43","0.00","0.00"
09-07-1995,"0.00","0.00","0.43","0.00","0.00"
09-06-1995,"0.00","0.00","0.42","0.00","0.00"
09-05-1995,"0.00","0.00","0.41","0.00","0.00"
09-01-1995,"0.00","0.00","0.41","0.00","0.00"
08-31-1995,"0.00","0.00","0.41","0.00","0.00"
08-30-1995,"0.00","0.00","0.41","0.00","0.00"
08-29-1995,"0.00","0.00","0.41","0.00","0.00"
08-28-1995,"0.00","0.00","0.41","0.00","0.00"
08-25-1995,"0.00","0.00","0.43","0.00","0.00"
08-24-1995,"0.00","0.00","0.44","0.00","0.00"
08-23-1995,"0.00","0.00","0.44","0.00","0.00"
08-22-1995,"0.00","0.00","0.43","0.00","0.00"
08-21-1995,"0.00","0.00","0.42","0.00","0.00"
08-18-1995,"0.00","0.00","0.43","0.00","0.00"
08-17-1995,"0.00","0.00","0.43","0.00","0.00"
08-16-1995,"0.00","0.00","0.43","0.00","0.00"
08-15-1995,"0.00","0.00","0.42","0.00","0.00"
08-14-1995,"0.00","0.00","0.41","0.00","0.00"
08-11-1995,"0.00","0.00","0.41","0.00","0.00"
08-10-1995,"0.00","0.00","0.41","0.00","0.00"
08-09-1995,"0.00","0.00","0.41","0.00","0.00"
08-08-1995,"0.00","0.00","0.40","0.00","0.00"
08-07-1995,"0.00","0.00","0.41","0.00","0.00"
08-04-1995,"0.00","0.00","0.43","0.00","0.00"
08-03-1995,"0.00","0.00","0.43","0.00","0.00"
08-02-1995,"0.00","0.00","0.43","0.00","0.00"
08-01-1995,"0.00","0.00","0.42","0.00","0.00"
07-31-1995,"0.00","0.00","0.43","0.00","0.00"
07-28-1995,"0.00","0.00","0.44","0.00","0.00"
07-27-1995,"0.00","0.00","0.46","0.00","0.00"
07-26-1995,"0.00","0.00","0.44","0.00","0.00"
07-25-1995,"0.00","0.00","0.44","0.00","0.00"
07-24-1995,"0.00","0.00","0.44","0.00","0.00"
07-21-1995,"0.00","0.00","0.42","0.00","0.00"
07-20-1995,"0.00","0.00","0.46","0.00","0.00"
07-19-1995,"0.00","0.00","0.44","0.00","0.00"
07-18-1995,"0.00","0.00","0.47","0.00","0.00"
07-17-1995,"0.00","0.00","0.48","0.00","0.00"
07-14-1995,"0.00","0.00","0.48","0.00","0.00"
07-13-1995,"0.00","0.00","0.47","0.00","0.00"
07-12-1995,"0.00","0.00","0.46","0.00","0.00"
07-11-1995,"0.00","0.00","0.46","0.00","0.00"
07-10-1995,"0.00","0.00","0.48","0.00","0.00"
07-07-1995,"0.00","0.00","0.48","0.00","0.00"
07-06-1995,"0.00","0.00","0.46","0.00","0.00"
07-05-1995,"0.00","0.00","0.45","0.00","0.00"
07-03-1995,"0.00","0.00","0.46","0.00","0.00"
06-30-1995,"0.00","0.00","0.45","0.00","0.00"
06-29-1995,"0.00","0.00","0.46","0.00","0.00"
06-28-1995,"0.00","0.00","0.45","0.00","0.00"
06-27-1995,"0.00","0.00","0.45","0.00","0.00"
06-26-1995,"0.00","0.00","0.47","0.00","0.00"
06-23-1995,"0.00","0.00","0.48","0.00","0.00"
06-22-1995,"0.00","0.00","0.48","0.00","0.00"
06-21-1995,"0.00","0.00","0.49","0.00","0.00"
06-20-1995,"0.00","0.00","0.46","0.00","0.00"
06-19-1995,"0.00","0.00","0.43","0.00","0.00"
06-16-1995,"0.00","0.00","0.42","0.00","0.00"
06-15-1995,"0.00","0.00","0.42","0.00","0.00"
06-14-1995,"0.00","0.00","0.42","0.00","0.00"
06-13-1995,"0.00","0.00","0.42","0.00","0.00"
06-12-1995,"0.00","0.00","0.42","0.00","0.00"
06-09-1995,"0.00","0.00","0.42","0.00","0.00"
06-08-1995,"0.00","0.00","0.41","0.00","0.00"
06-07-1995,"0.00","0.00","0.41","0.00","0.00"
06-06-1995,"0.00","0.00","0.42","0.00","0.00"
06-05-1995,"0.00","0.00","0.42","0.00","0.00"
06-02-1995,"0.00","0.00","0.40","0.00","0.00"
06-01-1995,"0.00","0.00","0.40","0.00","0.00"
05-31-1995,"0.00","0.00","0.39","0.00","0.00"
05-30-1995,"0.00","0.00","0.40","0.00","0.00"
05-26-1995,"0.00","0.00","0.41","0.00","0.00"
05-25-1995,"0.00","0.00","0.41","0.00","0.00"
05-24-1995,"0.00","0.00","0.42","0.00","0.00"
05-23-1995,"0.00","0.00","0.42","0.00","0.00"
05-22-1995,"0.00","0.00","0.42","0.00","0.00"
05-19-1995,"0.00","0.00","0.41","0.00","0.00"
05-18-1995,"0.00","0.00","0.41","0.00","0.00"
05-17-1995,"0.00","0.00","0.42","0.00","0.00"
05-16-1995,"0.00","0.00","0.42","0.00","0.00"
05-15-1995,"0.00","0.00","0.42","0.00","0.00"
05-12-1995,"0.00","0.00","0.44","0.00","0.00"
05-11-1995,"0.00","0.00","0.41","0.00","0.00"
05-10-1995,"0.00","0.00","0.41","0.00","0.00"
05-09-1995,"0.00","0.00","0.41","0.00","0.00"
05-08-1995,"0.00","0.00","0.40","0.00","0.00"
05-05-1995,"0.00","0.00","0.38","0.00","0.00"
05-04-1995,"0.00","0.00","0.37","0.00","0.00"
05-03-1995,"0.00","0.00","0.37","0.00","0.00"
05-02-1995,"0.00","0.00","0.37","0.00","0.00"
05-01-1995,"0.00","0.00","0.37","0.00","0.00"
04-28-1995,"0.00","0.00","0.37","0.00","0.00"
04-27-1995,"0.00","0.00","0.37","0.00","0.00"
04-26-1995,"0.00","0.00","0.37","0.00","0.00"
04-25-1995,"0.00","0.00","0.36","0.00","0.00"
04-24-1995,"0.00","0.00","0.38","0.00","0.00"
04-21-1995,"0.00","0.00","0.38","0.00","0.00"
04-20-1995,"0.00","0.00","0.36","0.00","0.00"
04-19-1995,"0.00","0.00","0.35","0.00","0.00"
04-18-1995,"0.00","0.00","0.36","0.00","0.00"
04-17-1995,"0.00","0.00","0.37","0.00","0.00"
04-13-1995,"0.00","0.00","0.37","0.00","0.00"
04-12-1995,"0.00","0.00","0.38","0.00","0.00"
04-11-1995,"0.00","0.00","0.36","0.00","0.00"
04-10-1995,"0.00","0.00","0.35","0.00","0.00"
04-07-1995,"0.00","0.00","0.35","0.00","0.00"
04-06-1995,"0.00","0.00","0.35","0.00","0.00"
04-05-1995,"0.00","0.00","0.33","0.00","0.00"
04-04-1995,"0.00","0.00","0.32","0.00","0.00"
04-03-1995,"0.00","0.00","0.34","0.00","0.00"
03-31-1995,"0.00","0.00","0.33","0.00","0.00"
03-30-1995,"0.00","0.00","0.33","0.00","0.00"
03-29-1995,"0.00","0.00","0.32","0.00","0.00"
03-28-1995,"0.00","0.00","0.32","0.00","0.00"
03-27-1995,"0.00","0.00","0.36","0.00","0.00"
03-24-1995,"0.00","0.00","0.36","0.00","0.00"
03-23-1995,"0.00","0.00","0.36","0.00","0.00"
03-22-1995,"0.00","0.00","0.37","0.00","0.00"
03-21-1995,"0.00","0.00","0.35","0.00","0.00"
03-20-1995,"0.00","0.00","0.33","0.00","0.00"
03-17-1995,"0.00","0.00","0.33","0.00","0.00"
03-16-1995,"0.00","0.00","0.33","0.00","0.00"
03-15-1995,"0.00","0.00","0.33","0.00","0.00"
03-14-1995,"0.00","0.00","0.33","0.00","0.00"
03-13-1995,"0.00","0.00","0.37","0.00","0.00"
03-10-1995,"0.00","0.00","0.39","0.00","0.00"
03-09-1995,"0.00","0.00","0.39","0.00","0.00"
03-08-1995,"0.00","0.00","0.39","0.00","0.00"
03-07-1995,"0.00","0.00","0.37","0.00","0.00"
03-06-1995,"0.00","0.00","0.39","0.00","0.00"
03-03-1995,"0.00","0.00","0.40","0.00","0.00"
03-02-1995,"0.00","0.00","0.39","0.00","0.00"
03-01-1995,"0.00","0.00","0.39","0.00","0.00"
02-28-1995,"0.00","0.00","0.39","0.00","0.00"
02-27-1995,"0.00","0.00","0.37","0.00","0.00"
02-24-1995,"0.00","0.00","0.38","0.00","0.00"
02-23-1995,"0.00","0.00","0.40","0.00","0.00"
02-22-1995,"0.00","0.00","0.40","0.00","0.00"
02-21-1995,"0.00","0.00","0.41","0.00","0.00"
02-17-1995,"0.00","0.00","0.42","0.00","0.00"
02-16-1995,"0.00","0.00","0.43","0.00","0.00"
02-15-1995,"0.00","0.00","0.43","0.00","0.00"
02-14-1995,"0.00","0.00","0.43","0.00","0.00"
02-13-1995,"0.00","0.00","0.44","0.00","0.00"
02-10-1995,"0.00","0.00","0.44","0.00","0.00"
02-09-1995,"0.00","0.00","0.44","0.00","0.00"
02-08-1995,"0.00","0.00","0.48","0.00","0.00"
02-07-1995,"0.00","0.00","0.46","0.00","0.00"
02-06-1995,"0.00","0.00","0.46","0.00","0.00"
02-03-1995,"0.00","0.00","0.46","0.00","0.00"
02-02-1995,"0.00","0.00","0.47","0.00","0.00"
02-01-1995,"0.00","0.00","0.45","0.00","0.00"
01-31-1995,"0.00","0.00","0.45","0.00","0.00"
01-30-1995,"0.00","0.00","0.45","0.00","0.00"
01-27-1995,"0.00","0.00","0.45","0.00","0.00"
01-26-1995,"0.00","0.00","0.44","0.00","0.00"
01-25-1995,"0.00","0.00","0.46","0.00","0.00"
01-24-1995,"0.00","0.00","0.47","0.00","0.00"
01-23-1995,"0.00","0.00","0.48","0.00","0.00"
01-20-1995,"0.00","0.00","0.48","0.00","0.00"
01-19-1995,"0.00","0.00","0.53","0.00","0.00"
01-18-1995,"0.00","0.00","0.52","0.00","0.00"
01-17-1995,"0.00","0.00","0.52","0.00","0.00"
01-16-1995,"0.00","0.00","0.51","0.00","0.00"
01-13-1995,"0.00","0.00","0.51","0.00","0.00"
01-12-1995,"0.00","0.00","0.52","0.00","0.00"
01-11-1995,"0.00","0.00","0.54","0.00","0.00"
01-10-1995,"0.00","0.00","0.50","0.00","0.00"
01-09-1995,"0.00","0.00","0.47","0.00","0.00"
01-06-1995,"0.00","0.00","0.48","0.00","0.00"
01-05-1995,"0.00","0.00","0.44","0.00","0.00"
01-04-1995,"0.00","0.00","0.44","0.00","0.00"
01-03-1995,"0.00","0.00","0.43","0.00","0.00"
